,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Answers
2922,300.8,309.7,1481,38.1,153,0,0,0,0,0,0,1
641,297.9,309.5,1390,47.9,127,0,0,0,0,0,0,1
7698,300.6,311.5,1419,38.6,31,0,0,0,0,0,0,1
642,297.8,309.4,1226,58.7,129,0,0,0,0,0,0,2
8455,298.6,309.9,1356,59.5,34,0,0,0,0,0,0,1
4421,302.6,310.2,1325,62.4,92,1,0,1,0,0,0,1
9349,298.2,308.7,1599,36.2,28,0,0,0,0,0,0,2
3972,302.3,311.4,1511,34.7,75,0,0,0,0,0,0,1
2933,300.8,309.7,1751,27.9,183,0,0,0,0,0,0,2
506,297.6,309.3,1543,34.3,8,0,0,0,0,0,0,1
9637,299.2,310.3,1463,38.9,160,0,0,0,0,0,0,1
2194,299.6,308.9,1568,35.3,77,0,0,0,0,0,0,2
7976,301.2,312.4,1395,47.8,90,0,0,0,0,0,0,3
7483,300.2,311.6,1671,28.8,149,0,0,0,0,0,0,1
1364,298.7,310.2,1566,33.1,68,0,0,0,0,0,0,1
8132,299.9,311.3,1389,50.0,55,0,0,0,0,0,0,2
1920,298.1,307.9,2161,17.5,5,0,0,0,0,0,0,1
9096,297.2,308.1,1712,30.9,204,0,0,0,0,0,0,1
5437,302.9,312.6,1394,46.4,82,0,0,0,0,0,0,2
2590,299.0,308.7,1396,48.6,0,0,0,0,0,0,0,1
1597,297.9,308.1,1531,40.8,2,0,0,0,0,0,0,1
2122,299.2,308.8,1523,38.9,112,0,0,0,0,0,0,2
1340,298.6,310.2,1569,36.3,10,0,0,0,0,0,0,1
6180,301.0,310.9,1492,44.6,15,0,0,0,0,0,0,1
1009,296.2,307.2,1385,44.0,5,0,0,0,0,0,0,2
8408,298.5,309.6,1572,33.0,127,0,0,0,0,0,0,2
3347,301.3,310.6,1529,41.8,176,0,0,0,0,0,0,1
3238,300.9,309.4,1724,25.6,119,0,0,0,0,0,0,2
8224,299.1,310.5,1496,35.2,60,0,0,0,0,0,0,1
3305,301.3,310.4,1577,48.3,78,0,0,0,0,0,0,2
7952,300.9,311.9,1480,40.9,28,0,0,0,0,0,0,2
808,296.9,307.7,1424,43.3,120,0,0,0,0,0,0,1
4201,302.4,311.0,2211,15.4,203,0,0,0,0,0,0,1
9283,298.3,309.0,1802,27.5,71,0,0,0,0,0,0,2
1059,296.7,307.9,1874,21.3,130,0,0,0,0,0,0,2
6529,301.3,310.6,1481,40.9,57,0,0,0,0,0,0,1
4161,301.9,310.3,1653,32.4,100,0,0,0,0,0,0,3
1268,298.0,309.5,1496,45.8,46,0,0,0,0,0,0,1
2031,298.8,308.6,1331,62.8,81,0,0,0,0,0,0,1
6626,301.6,310.6,1613,42.5,97,0,0,0,0,0,0,1
4249,302.5,310.9,1330,56.9,97,1,0,1,0,0,0,1
3337,301.6,310.8,1564,34.1,150,0,0,0,0,0,0,1
4695,303.3,311.6,1514,34.7,130,0,0,0,0,0,0,1
1971,297.9,307.6,1298,52.7,132,0,0,0,0,0,0,1
7505,300.5,311.9,1546,39.4,203,0,0,0,0,0,0,1
1884,298.0,307.6,1792,26.0,119,0,0,0,0,0,0,2
5630,302.8,312.2,1615,32.9,159,0,0,0,0,0,0,2
5981,300.7,310.7,1347,46.5,183,0,0,0,0,0,0,2
3849,302.3,311.0,1561,37.2,180,0,0,0,0,0,0,1
6855,301.1,311.3,1654,30.7,28,0,0,0,0,0,0,2
8443,298.6,309.9,1668,32.3,6,0,0,0,0,0,0,2
2648,299.8,309.4,1436,51.6,158,0,0,0,0,0,0,1
2652,299.9,309.5,1772,23.5,167,0,0,0,0,0,0,1
1491,298.1,308.9,1353,46.2,173,0,0,0,0,0,0,2
4439,302.4,310.2,1392,55.8,143,0,0,0,0,0,0,2
8684,297.2,308.5,1588,40.4,190,0,0,0,0,0,0,1
1945,298.1,308.1,1616,32.8,65,0,0,0,0,0,0,1
2905,300.6,309.4,1552,36.4,113,0,0,0,0,0,0,1
8415,298.7,309.9,1434,53.0,144,0,0,0,0,0,0,2
5830,301.3,311.2,1438,42.4,7,0,0,0,0,0,0,2
6309,300.9,310.2,1382,50.4,131,0,0,0,0,0,0,1
9472,298.7,309.4,1375,48.3,157,0,0,0,0,0,0,2
6987,300.7,311.1,2437,13.8,163,0,0,0,0,0,0,1
7728,300.7,311.8,1420,47.0,119,0,0,0,0,0,0,1
2587,299.0,308.7,2248,16.8,204,0,0,0,0,0,0,1
8298,298.7,310.1,1435,45.6,37,0,0,0,0,0,0,3
7343,299.6,310.2,1468,48.0,9,0,0,0,0,0,0,1
1991,298.2,307.8,1583,36.6,185,0,0,0,0,0,0,2
4627,303.0,311.2,1592,38.9,188,0,0,0,0,0,0,2
5974,300.5,310.7,1488,39.4,159,0,0,0,0,0,0,1
9551,299.4,310.8,1391,48.9,139,0,0,0,0,0,0,1
4292,301.8,310.1,2372,13.9,205,1,0,0,1,0,0,2
5703,302.3,311.7,1456,45.4,130,0,0,0,0,0,0,3
7821,299.9,311.3,1802,24.4,151,0,0,0,0,0,0,1
6201,301.0,310.9,1510,44.5,66,0,0,0,0,0,0,2
7503,300.3,311.7,1646,28.9,198,0,0,0,0,0,0,2
3432,301.6,310.7,2012,20.7,178,0,0,0,0,0,0,2
8984,297.1,307.8,1406,60.4,133,0,0,0,0,0,0,1
84,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,1
2891,300.6,309.6,1682,30.7,78,0,0,0,0,0,0,1
1198,296.9,307.9,1557,36.5,63,0,0,0,0,0,0,3
4559,302.7,310.7,1433,43.7,13,0,0,0,0,0,0,1
3151,300.5,309.8,1428,43.8,119,0,0,0,0,0,0,1
5769,301.7,311.3,1348,51.0,87,0,0,0,0,0,0,1
6672,301.6,310.7,1424,50.5,214,0,0,0,0,0,0,1
9146,297.6,308.6,1528,40.0,123,0,0,0,0,0,0,1
2502,299.2,309.0,1515,48.9,228,1,0,0,0,1,0,1
8592,297.5,308.0,1430,44.5,178,0,0,0,0,0,0,2
3035,300.6,309.7,1428,42.6,23,0,0,0,0,0,0,2
7914,300.7,312.1,1490,43.1,159,0,0,0,0,0,0,3
3713,302.3,311.5,1565,35.6,41,0,0,0,0,0,0,1
9022,297.4,308.3,1548,46.6,7,0,0,0,0,0,0,1
6163,300.8,310.7,1358,48.1,198,0,0,0,0,0,0,1
8531,298.6,309.3,1449,46.5,26,0,0,0,0,0,0,1
8783,297.6,308.6,1254,45.8,31,0,0,0,0,0,0,2
6915,301.0,311.4,1484,36.2,188,0,0,0,0,0,0,1
8341,298.8,309.7,1751,29.6,160,0,0,0,0,0,0,1
4383,301.7,309.5,1298,65.5,229,1,0,1,0,1,0,1
2739,299.8,309.2,1572,35.4,158,0,0,0,0,0,0,1
3744,302.5,311.4,1409,53.1,126,0,0,0,0,0,0,1
8352,298.6,309.6,1491,36.9,192,0,0,0,0,0,0,1
3919,302.5,311.5,1655,32.3,142,0,0,0,0,0,0,3
8034,300.7,311.8,1564,36.8,11,0,0,0,0,0,0,1
4893,303.8,312.5,1448,44.3,195,0,0,0,0,0,0,2
7846,300.2,311.6,1608,35.0,212,0,0,0,0,0,0,2
1818,298.1,307.7,1435,40.9,147,0,0,0,0,0,0,2
8346,298.7,309.7,1601,35.7,176,0,0,0,0,0,0,1
1678,298.0,307.5,1644,32.8,215,0,0,0,0,0,0,1
6499,300.9,310.0,1671,26.8,199,0,0,0,0,0,0,1
1451,298.9,310.4,1831,25.4,81,0,0,0,0,0,0,1
9374,297.8,308.5,1466,44.7,88,0,0,0,0,0,0,2
9577,299.5,310.7,1364,49.5,0,0,0,0,0,0,0,2
874,295.9,306.4,1575,28.5,74,0,0,0,0,0,0,1
1418,298.8,309.9,1320,47.4,210,0,0,0,0,0,0,1
5773,301.6,311.2,1395,46.8,95,0,0,0,0,0,0,3
7784,300.3,311.5,1403,60.1,58,0,0,0,0,0,0,1
789,296.9,308.0,1641,33.3,67,0,0,0,0,0,0,2
1461,298.9,310.2,1491,45.1,101,0,0,0,0,0,0,1
11,298.6,309.1,1423,44.3,29,0,0,0,0,0,0,3
8856,297.7,308.9,1327,63.7,21,0,0,0,0,0,0,2
8535,298.6,309.5,1547,44.8,36,0,0,0,0,0,0,1
3322,301.5,310.5,1351,52.9,116,0,0,0,0,0,0,1
321,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,1
4078,302.1,310.7,1294,62.4,101,1,0,1,0,0,0,3
6368,300.0,309.6,1423,48.7,67,0,0,0,0,0,0,2
7455,300.2,311.7,1597,39.5,68,0,0,0,0,0,0,2
8740,297.4,308.8,1573,33.9,123,0,0,0,0,0,0,2
3833,302.3,311.0,1541,36.6,143,0,0,0,0,0,0,2
6045,300.8,310.9,1311,55.8,118,0,0,0,0,0,0,1
659,297.6,309.1,1449,49.1,174,0,0,0,0,0,0,1
2116,299.4,309.0,1381,44.9,88,0,0,0,0,0,0,2
6040,300.7,311.1,1438,46.6,103,0,0,0,0,0,0,2
7957,300.9,311.9,2140,16.5,43,0,0,0,0,0,0,3
6702,301.6,310.8,1664,32.0,58,0,0,0,0,0,0,2
9188,297.9,309.0,1502,40.2,30,0,0,0,0,0,0,1
5829,301.2,311.1,1574,34.3,4,0,0,0,0,0,0,2
634,298.3,309.9,1507,41.6,112,0,0,0,0,0,0,1
8871,297.9,309.1,1558,39.2,59,0,0,0,0,0,0,2
8947,297.3,308.2,1452,38.2,44,0,0,0,0,0,0,2
4869,303.7,312.4,1718,26.5,130,0,0,0,0,0,0,1
6155,301.0,311.0,1634,31.2,182,0,0,0,0,0,0,1
1671,298.1,307.9,1614,35.8,196,0,0,0,0,0,0,1
403,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,1
6401,300.0,309.6,1573,39.7,162,0,0,0,0,0,0,2
5571,302.4,312.0,1562,37.9,10,0,0,0,0,0,0,1
6008,300.7,310.7,1431,39.3,22,0,0,0,0,0,0,1
6041,300.7,311.0,1418,49.3,106,0,0,0,0,0,0,2
5822,301.3,311.0,1463,50.2,214,0,0,0,0,0,0,2
3830,302.3,310.9,1891,22.7,135,0,0,0,0,0,0,1
290,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,1
5345,303.5,312.8,1524,39.4,96,0,0,0,0,0,0,1
5021,304.0,313.0,1350,61.1,88,0,0,0,0,0,0,1
8963,297.2,307.9,1687,30.4,82,0,0,0,0,0,0,2
5620,303.0,312.3,1533,38.5,134,0,0,0,0,0,0,1
915,295.4,305.8,1526,38.2,181,0,0,0,0,0,0,2
2208,299.8,309.2,1435,42.6,111,0,0,0,0,0,0,3
6111,300.7,310.8,1486,41.2,71,0,0,0,0,0,0,2
3689,302.1,311.4,1889,22.7,194,0,0,0,0,0,0,1
7753,300.5,311.8,1591,42.0,182,0,0,0,0,0,0,2
8990,297.2,307.9,1493,38.4,146,0,0,0,0,0,0,1
978,296.2,306.8,1526,42.3,129,0,0,0,0,0,0,2
4214,301.9,310.6,1573,36.6,15,0,0,0,0,0,0,1
2874,300.6,309.5,1471,49.6,29,0,0,0,0,0,0,1
7893,300.9,312.7,1416,43.8,112,0,0,0,0,0,0,1
9781,298.8,309.9,1441,41.6,62,0,0,0,0,0,0,1
1277,298.2,309.4,1408,46.5,76,0,0,0,0,0,0,2
8647,297.5,308.5,1530,38.5,93,0,0,0,0,0,0,1
2997,300.5,309.8,1345,62.7,153,0,0,0,0,0,0,1
5598,302.8,312.1,1441,52.1,79,0,0,0,0,0,0,1
7756,300.5,311.8,1368,57.9,191,1,0,0,0,1,0,1
9431,298.0,308.6,1430,57.0,43,0,0,0,0,0,0,1
4887,303.7,312.5,1481,33.3,182,0,0,0,0,0,0,1
600,297.8,309.7,1547,37.3,25,0,0,0,0,0,0,1
385,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,2
7383,299.7,310.4,1410,44.5,105,0,0,0,0,0,0,2
9831,298.4,309.3,1542,35.4,208,0,0,0,0,0,0,1
5353,303.4,312.7,1589,34.0,116,0,0,0,0,0,0,1
9918,298.4,308.8,1352,56.7,24,0,0,0,0,0,0,1
1235,297.1,308.4,1654,31.4,171,0,0,0,0,0,0,3
8704,297.1,308.5,1425,40.0,35,0,0,0,0,0,0,1
5503,302.6,312.0,1657,29.3,37,0,0,0,0,0,0,3
5949,300.7,310.8,1506,44.0,97,0,0,0,0,0,0,2
6304,301.1,310.5,1532,37.5,119,0,0,0,0,0,0,1
4574,302.9,311.0,1402,40.7,52,0,0,0,0,0,0,2
2540,299.1,308.8,1502,38.3,88,0,0,0,0,0,0,1
8763,297.5,308.8,1603,36.7,184,0,0,0,0,0,0,1
4436,302.4,310.1,1577,35.8,136,0,0,0,0,0,0,2
423,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,1
4469,302.7,310.5,1446,40.9,211,1,1,0,0,0,0,1
1389,298.9,310.2,1533,42.8,138,0,0,0,0,0,0,1
6557,301.5,310.6,1638,31.9,137,0,0,0,0,0,0,2
9312,298.5,309.4,1573,33.6,143,0,0,0,0,0,0,3
9392,297.6,308.1,1437,46.3,149,0,0,0,0,0,0,1
8898,297.4,308.6,1532,38.7,136,0,0,0,0,0,0,1
7743,300.5,311.9,1710,28.4,158,0,0,0,0,0,0,1
8830,297.3,308.7,1430,42.8,153,0,0,0,0,0,0,3
4973,303.8,312.7,1461,38.2,188,0,0,0,0,0,0,1
9242,298.2,308.7,1269,60.9,163,0,0,0,0,0,0,2
120,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,1
5686,302.2,311.6,1658,31.4,89,0,0,0,0,0,0,1
4282,301.9,309.9,1374,48.5,180,1,0,1,0,0,0,1
8715,297.1,308.6,1442,37.1,59,0,0,0,0,0,0,1
584,297.6,309.6,1419,48.2,215,0,0,0,0,0,0,3
7586,300.4,311.1,1589,35.5,191,0,0,0,0,0,0,1
3038,300.4,309.5,1349,50.4,30,0,0,0,0,0,0,1
5622,302.9,312.2,1571,40.6,139,0,0,0,0,0,0,1
1788,298.3,308.0,1442,47.3,65,0,0,0,0,0,0,1
6359,300.1,309.8,1430,56.7,44,0,0,0,0,0,0,1
4263,302.6,311.0,1620,36.2,139,0,0,0,0,0,0,1
8196,299.4,310.8,1622,33.6,217,0,0,0,0,0,0,1
6981,300.8,311.2,1612,32.5,143,0,0,0,0,0,0,3
7438,299.9,311.3,1647,27.5,26,0,0,0,0,0,0,1
278,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,2
8411,298.6,309.8,1496,37.7,134,0,0,0,0,0,0,1
9738,299.0,310.0,1509,38.0,168,0,0,0,0,0,0,1
3509,301.8,311.0,1771,27.2,162,0,0,0,0,0,0,1
4133,301.8,310.3,1765,27.3,29,0,0,0,0,0,0,1
573,297.9,309.9,1472,45.0,183,0,0,0,0,0,0,1
1306,298.8,310.0,1487,41.4,152,0,0,0,0,0,0,1
2509,299.0,308.9,1511,35.9,16,0,0,0,0,0,0,1
8140,299.6,310.9,1658,28.0,76,0,0,0,0,0,0,1
973,295.9,306.6,1679,30.4,117,0,0,0,0,0,0,1
4845,303.3,311.8,1583,33.3,72,0,0,0,0,0,0,2
5297,303.7,313.1,1406,48.6,183,0,0,0,0,0,0,1
6768,301.3,310.8,1434,39.5,18,0,0,0,0,0,0,3
8623,297.5,308.3,1476,45.6,31,0,0,0,0,0,0,2
3738,302.3,311.2,1454,43.8,112,0,0,0,0,0,0,2
4508,302.4,310.0,1426,46.6,102,0,0,0,0,0,0,1
2169,299.5,309.1,1415,49.2,8,0,0,0,0,0,0,1
3433,301.6,310.6,1924,23.6,181,0,0,0,0,0,0,2
1997,298.3,308.1,1672,41.3,0,0,0,0,0,0,0,1
7,298.1,308.6,1527,40.2,16,0,0,0,0,0,0,1
7034,300.6,310.6,1830,26.2,78,0,0,0,0,0,0,3
7759,300.4,311.8,1272,59.2,198,1,0,0,0,1,0,1
2507,299.2,309.1,1410,47.1,9,0,0,0,0,0,0,3
9427,298.2,308.8,1540,34.8,32,0,0,0,0,0,0,1
5110,304.0,313.5,1732,26.2,126,0,0,0,0,0,0,2
9382,297.5,308.2,1610,33.6,115,0,0,0,0,0,0,1
6799,301.1,310.7,2636,12.2,100,1,0,0,1,0,0,2
9581,299.4,310.6,1418,53.1,10,0,0,0,0,0,0,1
1801,298.0,307.5,1427,43.6,101,0,0,0,0,0,0,2
9515,299.0,310.2,1682,28.8,49,0,0,0,0,0,0,1
6044,300.8,310.9,1522,41.7,115,0,0,0,0,0,0,2
6494,300.6,309.7,1617,33.2,185,0,0,0,0,0,0,1
4245,302.6,311.1,1520,43.0,88,0,0,0,0,0,0,2
9518,299.0,310.1,1580,41.9,55,0,0,0,0,0,0,1
9359,298.1,308.7,1581,47.4,51,0,0,0,0,0,0,2
862,296.1,306.8,1645,31.0,41,0,0,0,0,0,0,3
4520,302.4,310.4,1456,47.6,127,0,0,0,0,0,0,1
4847,303.4,311.9,1434,44.6,78,0,0,0,0,0,0,1
8223,299.1,310.5,1329,54.9,58,0,0,0,0,0,0,1
6482,300.6,309.9,1480,43.7,153,0,0,0,0,0,0,1
167,298.4,308.3,1458,42.9,15,0,0,0,0,0,0,3
7367,299.5,310.1,1359,61.1,67,0,0,0,0,0,0,2
8892,297.6,308.8,1475,43.0,119,0,0,0,0,0,0,1
1808,298.1,307.7,2567,12.8,125,1,0,0,1,0,0,1
9490,299.0,309.7,1418,44.7,209,0,0,0,0,0,0,2
9590,299.2,310.4,1325,52.0,34,0,0,0,0,0,0,2
2706,299.6,309.1,1560,37.1,73,0,0,0,0,0,0,2
1442,298.8,310.0,1486,38.5,55,0,0,0,0,0,0,2
4386,301.9,309.7,1719,31.9,0,0,0,0,0,0,0,1
10,298.4,308.9,1782,23.9,24,0,0,0,0,0,0,3
8976,296.7,307.4,1535,34.6,114,0,0,0,0,0,0,1
3464,301.7,310.6,1303,59.7,42,0,0,0,0,0,0,1
2645,299.9,309.5,1547,38.5,148,0,0,0,0,0,0,3
5857,301.3,310.9,1760,23.9,76,0,0,0,0,0,0,1
9389,297.6,308.0,1258,57.4,139,0,0,0,0,0,0,1
7404,299.8,310.8,1553,32.2,161,0,0,0,0,0,0,1
5814,301.3,311.0,1402,47.5,197,0,0,0,0,0,0,2
5811,301.3,311.1,1454,40.3,191,0,0,0,0,0,0,1
7457,300.1,311.6,1530,36.6,74,0,0,0,0,0,0,1
2954,300.6,309.4,1691,28.0,36,0,0,0,0,0,0,3
6160,301.0,310.9,1570,34.0,192,0,0,0,0,0,0,1
473,297.4,309.0,1520,37.0,147,0,0,0,0,0,0,2
5325,303.5,312.7,1694,27.3,40,0,0,0,0,0,0,1
3449,301.7,310.7,1605,33.3,220,0,0,0,0,0,0,1
3455,301.4,310.3,1611,41.5,11,0,0,0,0,0,0,3
1647,297.8,307.8,1761,28.9,128,0,0,0,0,0,0,1
8983,297.0,307.7,1261,51.1,130,0,0,0,0,0,0,2
4783,303.7,312.5,1641,36.0,125,0,0,0,0,0,0,1
7257,300.2,310.4,1518,41.8,5,0,0,0,0,0,0,1
9555,299.4,310.8,1585,31.4,149,0,0,0,0,0,0,3
8395,298.5,309.5,1483,44.8,92,0,0,0,0,0,0,2
291,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,1
2241,299.2,308.4,1711,28.9,197,0,0,0,0,0,0,1
9872,298.9,309.9,1373,52.1,108,0,0,0,0,0,0,1
4494,302.6,310.4,1649,30.1,62,0,0,0,0,0,0,3
5257,303.5,313.0,1482,38.5,82,0,0,0,0,0,0,1
1374,298.8,310.3,1553,36.8,97,0,0,0,0,0,0,1
9672,299.0,310.2,1744,31.5,0,0,0,0,0,0,0,3
8882,298.0,309.2,1378,49.7,94,0,0,0,0,0,0,1
9597,298.9,310.1,1510,38.0,52,0,0,0,0,0,0,1
7268,300.5,310.6,1543,36.2,30,0,0,0,0,0,0,1
2041,299.1,308.9,1680,27.2,110,0,0,0,0,0,0,1
2255,299.1,308.3,1559,33.7,30,0,0,0,0,0,0,1
5359,303.3,312.6,1397,47.1,137,0,0,0,0,0,0,2
6936,300.6,311.1,1471,40.7,26,0,0,0,0,0,0,1
1639,297.9,307.8,1450,43.5,106,0,0,0,0,0,0,2
9254,298.3,309.1,1616,31.1,195,0,0,0,0,0,0,1
7692,300.5,311.6,1506,36.2,10,0,0,0,0,0,0,3
3706,302.0,311.3,1567,41.1,26,0,0,0,0,0,0,1
447,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,2
2288,299.4,308.6,1541,39.1,109,0,0,0,0,0,0,2
1596,298.0,308.1,1877,24.3,0,0,0,0,0,0,0,1
6439,300.6,310.1,1656,32.7,44,0,0,0,0,0,0,1
9926,298.5,308.6,1897,20.2,50,0,0,0,0,0,0,2
2237,299.3,308.6,1403,50.6,189,0,0,0,0,0,0,1
6086,300.9,310.8,1482,37.0,5,0,0,0,0,0,0,1
255,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,1
7013,300.4,310.4,1544,36.3,21,0,0,0,0,0,0,2
7432,300.1,311.4,1484,43.1,13,0,0,0,0,0,0,1
5455,303.1,312.6,1895,23.5,129,0,0,0,0,0,0,2
7206,299.8,309.7,1457,51.9,89,0,0,0,0,0,0,1
2332,299.2,308.5,1378,50.4,220,1,0,0,0,1,0,1
3920,302.6,311.5,1885,27.5,147,0,0,0,0,0,0,1
4691,303.5,311.5,1535,33.3,120,0,0,0,0,0,0,1
7150,300.2,309.8,1401,49.3,163,0,0,0,0,0,0,1
4454,302.4,310.1,1401,48.8,177,0,0,0,0,0,0,1
8103,300.3,311.9,1429,41.6,184,0,0,0,0,0,0,2
1545,298.4,309.0,1544,38.8,97,0,0,0,0,0,0,2
3130,300.1,309.6,1760,25.4,55,0,0,0,0,0,0,1
887,295.7,306.2,2161,16.5,105,0,0,0,0,0,0,3
1490,298.2,309.0,1341,43.8,171,0,0,0,0,0,0,1
2415,299.1,308.5,1587,35.6,2,0,0,0,0,0,0,2
8168,299.7,311.1,1690,30.6,148,0,0,0,0,0,0,1
5649,302.5,311.9,1414,51.6,205,0,0,0,0,0,0,2
2279,299.4,308.7,1525,39.0,90,0,0,0,0,0,0,1
2310,299.0,308.4,1535,47.5,163,0,0,0,0,0,0,2
1748,298.4,307.7,1626,31.1,166,0,0,0,0,0,1,3
928,295.6,306.0,1949,21.9,5,0,0,0,0,0,0,1
5303,303.9,313.2,1481,44.1,197,0,0,0,0,0,0,1
3953,302.3,311.4,1484,39.5,22,0,0,0,0,0,0,2
2445,299.2,308.7,1375,55.1,78,0,0,0,0,0,0,3
8516,298.3,309.6,1527,30.9,189,0,0,0,0,0,0,1
1961,297.8,307.5,1448,51.2,107,0,0,0,0,0,0,1
4145,301.8,310.3,1465,46.5,60,0,0,0,0,0,0,2
5132,304.1,313.3,1415,50.0,184,0,0,0,0,0,0,1
1929,298.0,307.8,1483,50.9,26,0,0,0,0,0,0,2
218,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,1
3400,301.4,310.7,1536,44.4,96,0,0,0,0,0,0,3
3027,300.5,309.5,1777,23.6,0,0,0,0,0,0,0,1
4050,301.8,310.8,1456,46.6,35,0,0,0,0,0,0,1
6919,301.0,311.5,1444,39.8,197,0,0,0,0,0,0,1
9486,298.9,309.6,1472,46.0,199,0,0,0,0,0,0,2
5615,303.0,312.2,1257,71.3,122,1,0,0,1,0,0,2
1133,296.8,307.9,1418,47.9,127,0,0,0,0,0,0,2
2284,299.2,308.5,1378,53.4,100,0,0,0,0,0,0,1
5056,303.9,312.9,1430,53.5,189,0,0,0,0,0,0,2
717,297.4,308.7,1545,36.9,125,0,0,0,0,0,0,1
60,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,1
8347,298.7,309.6,1665,31.1,178,0,0,0,0,0,0,1
5940,300.6,310.6,1427,52.8,75,0,0,0,0,0,0,2
727,297.3,308.6,1499,37.6,147,0,0,0,0,0,0,3
9088,297.1,307.9,1662,26.9,183,0,0,0,0,0,0,2
8241,298.9,310.2,2099,20.0,98,0,0,0,0,0,0,2
1767,298.3,307.7,1520,41.4,10,0,0,0,0,0,0,2
1835,297.8,307.3,1555,35.8,190,0,0,0,0,0,0,3
6078,300.8,310.7,1339,59.1,203,1,0,0,0,1,0,1
3200,300.1,309.2,1454,44.4,19,0,0,0,0,0,0,2
6537,301.3,310.5,1481,39.7,85,0,0,0,0,0,0,2
6665,301.3,310.4,1440,41.5,197,0,0,0,0,0,0,1
9972,298.6,308.2,1390,51.4,168,0,0,0,0,0,0,1
1623,297.7,307.6,1921,22.9,68,0,0,0,0,0,0,1
4747,303.3,311.2,1763,27.3,27,0,0,0,0,0,0,1
2912,300.7,309.6,1661,30.3,129,0,0,0,0,0,0,1
5891,301.4,311.0,1334,53.3,157,0,0,0,0,0,0,1
2183,299.6,309.3,1577,39.8,48,0,0,0,0,0,0,2
3880,302.5,311.6,1595,29.5,35,0,0,0,0,0,0,1
1315,299.0,310.3,1520,45.0,171,0,0,0,0,0,0,1
3143,300.6,310.0,1419,42.4,90,0,0,0,0,0,0,3
8637,297.5,308.5,1459,39.7,69,0,0,0,0,0,0,1
111,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,3
4337,301.6,309.9,1440,43.4,100,0,0,0,0,0,0,1
5837,301.3,311.1,1834,25.4,22,0,0,0,0,0,0,2
4208,302.3,310.9,1627,32.3,0,0,0,0,0,0,0,2
6177,301.0,310.8,1527,45.3,8,0,0,0,0,0,0,1
3876,302.6,311.8,1627,31.8,23,0,0,0,0,0,0,1
1405,298.9,310.1,1394,42.7,179,0,0,0,0,0,0,1
3139,300.4,309.9,1513,38.7,76,0,0,0,0,0,0,3
3165,300.4,309.6,1536,34.5,154,0,0,0,0,0,0,1
4466,302.8,310.6,1470,41.1,205,0,0,0,0,0,0,1
9601,298.9,310.1,2109,18.0,61,0,0,0,0,0,0,1
6336,300.4,309.8,1395,48.1,201,0,0,0,0,0,0,1
1743,298.5,308.0,1713,25.8,154,0,0,0,0,0,0,2
538,297.4,309.3,1499,36.8,88,0,0,0,0,0,0,2
3212,300.3,309.2,1649,32.4,50,0,0,0,0,0,0,1
2096,299.5,309.4,1387,56.2,32,0,0,0,0,0,0,2
7342,299.7,310.3,1661,34.5,6,0,0,0,0,0,0,2
5241,303.7,313.1,1683,28.4,46,0,0,0,0,0,0,1
1872,298.3,308.1,1326,58.4,90,0,0,0,0,0,0,1
7872,300.6,312.3,1532,37.2,54,0,0,0,0,0,0,1
122,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,1
6797,301.2,310.7,1615,34.9,95,0,0,0,0,0,0,2
8003,300.8,312.0,1274,67.3,159,0,0,0,0,0,0,2
9514,299.0,310.1,1416,45.9,47,0,0,0,0,0,0,1
331,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,2
5874,301.5,311.1,1660,33.8,115,0,0,0,0,0,0,2
6465,300.5,309.8,1416,48.5,110,0,0,0,0,0,0,2
4423,302.6,310.2,1563,39.0,97,0,0,0,0,0,0,2
3363,301.4,310.6,1555,43.3,212,0,0,0,0,0,0,1
3255,301.0,309.7,1491,42.9,165,0,0,0,0,0,0,1
9142,297.6,308.5,1678,34.2,114,0,0,0,0,0,0,1
7774,300.3,311.5,1634,31.9,36,0,0,0,0,0,0,1
3565,301.8,310.7,1420,52.0,88,0,0,0,0,0,0,2
9240,298.1,308.7,1362,49.6,158,0,0,0,0,0,0,2
8176,299.8,311.2,1564,40.0,172,0,0,0,0,0,0,1
5922,300.5,310.3,1435,43.3,31,0,0,0,0,0,0,1
2414,299.1,308.5,1415,43.4,0,0,0,0,0,0,0,1
9526,299.2,310.4,1395,55.4,76,0,0,0,0,0,0,2
9489,298.9,309.7,1407,41.9,207,0,0,0,0,0,0,1
